algo,no,knn_auroc,knn_acc,knn_pca_auroc,knn_pca_acc,rf_auroc,rf_acc,rf_pca_auroc,rf_pca_acc,lr_auroc,lr_acc,lr_pca_auroc,lr_pca_acc
datafly_shuffled,180,0.4838520284043659,0.4372881355932203,0.5490904474782415,0.4305084745762712,0.6039695923039652,0.4508474576271186,0.5806379962643503,0.4372881355932203,0.5905764327426105,0.4542372881355932,0.5911039650931099,0.4542372881355932
mondrian,180,0.5731443119630624,0.5152542372881356,0.6601799668441944,0.4677966101694915,0.6938091995910196,0.464406779661017,0.6653078203872874,0.4745762711864407,0.667903284092895,0.4813559322033898,0.6586739982132072,0.5050847457627119
datafly,181,0.4842494038341629,0.42372881355932196,0.5807107653259741,0.42372881355932196,0.5988045513422847,0.43389830508474575,0.5967193899698325,0.4372881355932203,0.5974415657196467,0.4372881355932203,0.5988319979956991,0.4372881355932203
datafly_shuffled,181,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.5787248387184967,0.4203389830508473,0.5658400851766299,0.4203389830508473,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
mondrian,181,0.5952165356319621,0.4101694915254237,0.6264142314374085,0.4576271186440678,0.6730109208377065,0.4677966101694915,0.6685571384675205,0.4779661016949153,0.7115625553238019,0.5220338983050847,0.6895824670575305,0.511864406779661
datafly,182,0.4954747805787911,0.42372881355932196,0.5692753132820305,0.4,0.5957748214709887,0.4474576271186441,0.6020907349888359,0.4474576271186441,0.5979469845100764,0.4372881355932203,0.6018181776076109,0.4372881355932203
datafly_shuffled,182,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.5789851740303783,0.4372881355932203,0.5655797498647482,0.4169491525423729,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
mondrian,182,0.5579787945075692,0.39661016949152544,0.5865764245421645,0.43389830508474575,0.6559566241172827,0.4610169491525424,0.6636682283209474,0.4610169491525424,0.6372537889916953,0.464406779661017,0.6555094878237431,0.4847457627118644
datafly,183,0.481031094379079,0.4372881355932203,0.5819022362568949,0.4508474576271186,0.5910754511624114,0.4372881355932203,0.6009374074263243,0.42372881355932196,0.5977068128236013,0.4372881355932203,0.5943641782933177,0.4372881355932203
datafly_shuffled,183,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.5793058101724843,0.4203389830508473,0.5766557917929679,0.42372881355932196,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
mondrian,183,0.5174823985485262,0.42372881355932196,0.5517525090289147,0.3932203389830509,0.6092345225901451,0.4305084745762712,0.6130259974036187,0.4779661016949153,0.622773071607366,0.4406779661016949,0.6174673961248572,0.4610169491525424
datafly,184,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.5786055372109521,0.4203389830508473,0.5789271985454012,0.42372881355932196,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
