algo,no,lr_acc,auroc
datafly,183,0.5459459459459459,0.6990243563893516
datafly_shuffled,183,0.5695945945945946,0.6652895882645159
mondrian,183,0.5432432432432432,0.7958618246106192
datafly,184,0.5135135135135135,0.6540674951053446
datafly_shuffled,184,0.5472972972972973,0.5941262309692878
mondrian,184,0.5310810810810811,0.8010486981677918
datafly,185,0.5608108108108109,0.6703824040793664
datafly_shuffled,185,0.5763513513513514,0.6838536644165863
mondrian,185,0.6013513513513513,0.6918978843400251
datafly,186,0.5871621621621622,0.7017492913707958
datafly_shuffled,186,0.5297297297297298,0.5682822681978902
mondrian,186,0.543918918918919,0.6132619590310043
datafly,187,0.5054054054054054,0.5614973262032086
datafly_shuffled,187,0.595945945945946,0.633192155401654
mondrian,187,0.5297297297297298,0.782863592530902
datafly,188,0.5155405405405405,0.5303432103094592
datafly_shuffled,188,0.5567567567567567,0.6345144428859473
mondrian,188,0.5797297297297297,0.6540446655562374
datafly,189,0.5864864864864865,0.6020088176850471
datafly_shuffled,189,0.5932432432432433,0.6311630650769995
mondrian,189,0.5493243243243243,0.8071012682271121
datafly,190,0.5459459459459459,0.6225124923292715
datafly_shuffled,190,0.49527027027027026,0.5066388328803951
mondrian,190,0.5648648648648649,0.7260143625259344
datafly,191,0.5243243243243243,0.5294117647058824
datafly_shuffled,191,0.5513513513513514,0.651984527044797
mondrian,191,0.5466216216216216,0.7395714619677974
datafly,192,0.5310810810810811,0.557261075070863
datafly_shuffled,192,0.5891891891891892,0.6384712603372199
mondrian,192,0.5871621621621622,0.7518884603021537
datafly,193,0.5168918918918919,0.6946173402296836
datafly_shuffled,193,0.5763513513513514,0.6091435083720522
mondrian,193,0.5256756756756756,0.7589528359779083
datafly,194,0.5141891891891892,0.6002162414891441
datafly_shuffled,194,0.5662162162162162,0.5967233204757313
mondrian,194,0.5716216216216217,0.7752914876830016
datafly,195,0.5864864864864865,0.7317272288945385
datafly_shuffled,195,0.49527027027027026,0.5500104102743929
mondrian,195,0.5824324324324325,0.6652439291663015
datafly,196,0.5851351351351352,0.6569540632944683
datafly_shuffled,196,0.5864864864864865,0.6527780821717658
mondrian,196,0.581081081081081,0.6981769235264896
datafly,197,0.5777027027027027,0.6549888957073142
datafly_shuffled,197,0.5128378378378379,0.5016117661669734
mondrian,197,0.5574324324324325,0.681812702726396
datafly,198,0.6101351351351352,0.6746688802197481
datafly_shuffled,198,0.5358108108108108,0.5574373191899712
mondrian,198,0.581081081081081,0.6652347973466586
datafly,199,0.5283783783783784,0.4993333771660676
datafly_shuffled,199,0.5533783783783783,0.5898242307355133
mondrian,199,0.5993243243243244,0.7564379328482511
datafly,200,0.6074324324324324,0.6119597615499255
datafly_shuffled,200,0.5560810810810811,0.6451594050436866
mondrian,200,0.5763513513513514,0.6896003185178692
