algo,no,precision,dm,cm,entropy,discern,ilm,auroc,lr_acc
datafly,66,0.11111111111111116,0.042682926829268296,0.2300245341820834,0.9502108122642184,0.5379713422592597,0.06248529283333414,0.6439514869794852,0.7613127797115863
datafly,67,0.15721492827619743,0.12195121951219512,0.24892248524633645,0.882025334448773,0.2874884218812999,0.061449558775424004,0.6735999078957783,0.5033979777888281
datafly,68,0.1670147868178503,0.07317073170731707,0.24892248524633645,0.8997469361671117,0.2994424607923965,0.06040182809576257,0.7384576140689197,0.6691529918780043
datafly,69,0.12928657471874105,0.036585365853658534,0.24892248524633645,0.9333068038551644,0.4674981433613921,0.06507830277477232,0.6284719333971347,0.5007458975634013
datafly,70,0.19940147278768716,0.11585365853658537,0.2399708242159008,0.8556333208596029,0.18354574926939737,0.06356747412212535,0.7669736567534701,0.6673296867230234
datafly,71,0.2155448540842414,0.13414634146341464,0.22345998275976395,0.7763633223009412,0.07095813192497226,0.05994827276048926,0.7986448446820607,0.7047903199071772
datafly,72,0.1645655128970227,0.054878048780487805,0.20675021550295072,0.9424164142776202,0.5013288101027873,0.06108705065815329,0.6874554050067281,0.7800430963036632
datafly,73,0.12943715049841964,0.042682926829268296,0.24892248524633645,0.9049916891860978,0.3541963026780026,0.06315489850740959,0.7096758363135286,0.5998673959887286
datafly,74,0.21580272086289587,0.10365853658536585,0.2481930906438565,0.8224709054422867,0.2368388849319613,0.06328725963806285,0.774610391946637,0.5171556439582298
datafly,75,0.20656510399398798,0.08536585365853659,0.20675021550295072,0.9143094883371505,0.39194243048724253,0.058080622767138754,0.6972164377253135,0.7797115862754849
datafly,76,0.15308399457743016,0.06707317073170732,0.24892248524633645,0.8787114101089668,0.25086427067458167,0.06397167692832688,0.7639214091945917,0.6915299187800431
datafly,77,0.18567605301740964,0.15853658536585366,0.24862409654532192,0.8246070365016749,0.12511656382282355,0.05755118870721129,0.7023128953105999,0.5436764462124979
datafly,78,0.11111111111111116,0.036585365853658534,0.24892248524633645,0.8873597151685734,0.27073275611127445,0.0652390101581541,0.7322618062501349,0.6940162439913807
datafly,79,0.12539508874300997,0.036585365853658534,0.24892248524633645,0.9434062466650395,0.5118548727968147,0.06248554553379232,0.6206346556525368,0.5007458975634013
datafly,80,0.12520721437570448,0.04878048780487805,0.22544924076652742,0.9484413733564849,0.5325889182786228,0.06174872153784199,0.6539239996258266,0.7659539201060832
datafly,81,0.15788768428265143,0.12195121951219512,0.24219216232345336,0.9148454829043217,0.4039298655241274,0.06069566818852991,0.6460223928388967,0.523951599535886
datafly,82,0.12498756713745773,0.04878048780487805,0.22534977786618923,0.9491520456362637,0.5326760238869422,0.06176820474316738,0.6539239996258266,0.7624730648102105
datafly,83,0.12623637910837038,0.036585365853658534,0.24892248524633645,0.9429253615861897,0.5116855134825926,0.06248089584536187,0.6215484302706281,0.5007458975634013
datafly,84,0.21237263223040026,0.08536585365853659,0.20675021550295072,0.8745299156514553,0.2483855135322768,0.059158066764674014,0.7900282069178906,0.7851815017404277
datafly,85,0.17530059898768868,0.06707317073170732,0.24892248524633645,0.890175317920905,0.3226787139117884,0.06434453140035677,0.7003212854295437,0.5778219791148682
datafly,86,0.19372011508225961,0.12804878048780488,0.24875671374577282,0.8574670992717022,0.19331815345203007,0.05601329095881809,0.6902898404726097,0.5266036797613127
datafly,87,0.17672761532170722,0.07317073170731707,0.24892248524633645,0.8982299151416551,0.339603086066712,0.06543011235264531,0.6786835572377368,0.5821316094811868
datafly,88,0.1311694626793095,0.042682926829268296,0.24892248524633645,0.8899090814409134,0.2833031712961928,0.06517213550890234,0.7423769365272391,0.5713575335653903
datafly,89,0.2100504497933382,0.07926829268292683,0.206717061202838,0.9095536020214934,0.39045544001168747,0.06028599020573456,0.6973077504263419,0.781700646444555
datafly,90,0.1877624715425591,0.06097560975609756,0.2487235594456601,0.8652114084068266,0.2436334125716929,0.05748389590520136,0.7780342224748692,0.4980938173379745
datafly,91,0.1530522217064888,0.1524390243902439,0.24196008222266427,0.8632103675476956,0.21030121449998534,0.05990840518112759,0.7777677678397963,0.7100944803580308
datafly,92,0.216950688504299,0.06097560975609756,0.24762946754194018,0.8736147695684591,0.3030884137401286,0.05871551750627911,0.731238441999525,0.36747886623570364
datafly,93,0.16828984594301877,0.06707317073170732,0.24892248524633645,0.889466101497855,0.27506587870012683,0.06002266622029658,0.7119692314334439,0.44438919277308137
datafly,94,0.1311694626793095,0.042682926829268296,0.24892248524633645,0.8997934948182564,0.3504289752253157,0.062459871167241596,0.697509228411274,0.48234709099950274
datafly,95,0.18808710739782952,0.06707317073170732,0.24892248524633645,0.8657278605576063,0.24007029371148467,0.0628488277124665,0.7638382995258073,0.7054533399635339
datafly,96,0.17323121808898612,0.06707317073170732,0.24892248524633645,0.8980256574492251,0.35412587424763253,0.06045096317285035,0.6900025184748116,0.5726835736781037
datafly,97,0.1557865305130075,0.04878048780487805,0.24892248524633645,0.9071895245796664,0.32107285952147335,0.0618409235116819,0.6378213034186496,0.5007458975634013
datafly,98,0.1559417110565906,0.08536585365853659,0.24706584444002386,0.904280980799953,0.3512028613552594,0.0638216773056929,0.6847768271534759,0.5194762141554782
datafly,99,0.17315523948456113,0.06707317073170732,0.24892248524633645,0.8781972052377004,0.24889305066479614,0.060108574268058185,0.7312662891352996,0.39731476877175537
datafly,100,0.24517881219194126,0.10365853658536585,0.2348650619985412,0.8325016742012605,0.14648614256878426,0.05687090524177571,0.777218884243702,0.6998176694845019
